LogM,MMD
6.287937160924279,3.1308547888858806e-05
6.280435415855572,3.3783178371852355e-05
6.272936869667484,3.689363629250528e-05
6.26544152076123,4.058131700003772e-05
6.257949367538016,4.456842969584953e-05
6.250455914184364,4.8363440770500256e-05
6.242970149446635,5.210803760025995e-05
6.23548757559462,5.589167028210347e-05
6.228008191029524,5.982089480822324e-05
6.220531994152553,6.358691614208305e-05
6.213054498720676,6.786723788747742e-05
6.205584674334577,7.244231659613658e-05
6.198118032839275,7.755034400791866e-05
6.190654572635981,8.256173669414062e-05
6.183194292125905,8.760099162073598e-05
6.175737189710254,9.296610254358828e-05
6.168283263790244,9.885941359624445e-05
6.160828041480672,0.00010550289104494808
6.153380465659823,0.00011314708865028414
6.145936061537281,0.00012091083780587541
6.138494827514257,0.0001283594634790486
6.131056761991958,0.00013580201943384068
6.123621863371593,0.00014348996878451169
6.116185670180275,0.00015181771541749703
6.108757102465911,0.00016046288490962322
6.101331696856152,0.0001688704820980787
6.093909451752208,0.0001771237981736651
6.0864903655552896,0.00018553923232295048
6.079069986276553,0.0001944589125195424
6.071657214991012,0.00020308689764388658
6.064247597815165,0.00021217738155743934
6.056841133150218,0.0002230072559081396
6.0494378193973875,0.00023487779592875547
6.042033214027883,0.0002474599798811761
6.03463619919181,0.0002607789260526449
6.027242330470517,0.0002749137426204597
6.019851606265215,0.0002900330987626962
6.012464024977113,0.0003057842536213861
6.005079585007423,0.00032174730784525227
5.99769385514752,0.00033746512218171663
5.9903156949014225,0.00035403852852231824
5.98294067117641,0.0003712457285637675
5.975568782373684,0.00038780522746169723
5.968200026894458,0.00040402939366419844
5.96083440313994,0.00042009266910182023
5.953471909511341,0.000436139196547509
5.946108127963028,0.00045291704915034005
5.938751891666322,0.0004708071726311819
5.931398780698204,0.0004898773803409887
5.924048793459882,0.0005109324287959991
5.916701928352564,0.0005336244607527851
5.909358183777465,0.0005570185876150555
5.902013152934251,0.0005811219862622203
5.8946756464978805,0.0006058866703655269
5.887341255796399,0.0006316045604123725
5.880009979231012,0.0006583670790237119
5.87268181520293,0.0006854732813914613
5.865356762113363,0.0007128810933308365
5.858030424372715,0.0007406758266841209
5.850711590228714,0.0007690397175570705
5.843395862225898,0.0007970756648166321
5.836083238765479,0.000825165772730159
5.828773718248658,0.00085381382526836
5.8214672990766525,0.0008830387327618029
5.814159596836049,0.0009132062564594018
5.806859377416452,0.0009440494810346567
5.799562254544334,0.0009756851065349622
5.792268226620907,0.0010084487851274974
5.7849772920473805,0.00104200122752984
5.777689449224969,0.0010761725701004855
5.770400324881886,0.001111061335215484
5.763118662618714,0.0011471923088934286
5.755840087309325,0.001184329392798972
5.748564597354925,0.001221924772592558
5.741292191156726,0.0012600217525529666
5.734022867115934,0.0012990605297104106
5.726752263067847,0.0013391098737381855
5.719489100393136,0.0013795469614578096
5.712229015078506,0.0014206110783292537
5.704972005525162,0.0014624191810982603
5.697718070134316,0.0015046418039938148
5.690467207307177,0.0015469733180687177
5.683215065951561,0.0015890958444993205
5.675970345297344,0.001631614763604649
5.6687286924095,0.001675597465628526
5.6614901056892455,0.0017210765063122501
5.654254583537782,0.0017672684390770805
5.647022124356327,0.0018137140236526093
5.639788388090661,0.0018605610519016188
5.632562051888964,0.0019075576808468444
5.625338773859938,0.0019546858305996497
5.618118552404799,0.002002873667971836
5.6109013859247545,0.002052861103500577
5.603682943537677,0.0021044289510546658
5.596471884042769,0.002156851946604896
5.589263874725621,0.0022092449719213307
5.5820589139874475,0.0022614416802762913
5.574857000229456,0.0023140332335513476
5.567658131852857,0.002367667834568911
5.56045798895014,0.00242245810351581
5.553265208365515,0.0024780400876151577
5.546075468364949,0.0025344589468419792
5.538888767349655,0.0025914620994512898
5.531705103720839,0.002648018860684427
5.524524475879715,0.0027038006556572907
5.517346882227491,0.002758818732186444
5.510168015616523,0.002813178419855493
5.502996487364571,0.0028680096304022503
5.4958279885041845,0.002923666730749631
5.48866251743658,0.0029799340984566843
5.481500072562963,0.003036781018920675
5.474336355821396,0.0030941534937543704
5.467179960353427,0.003151864856576431
5.4600265862821145,0.003209158501621614
5.452876232008671,0.0032663385898542706
5.445728895934304,0.00332434243309501
5.438584576460226,0.0033834321663943293
5.431438986395443,0.0034430318973532425
5.424300697133849,0.003501797291014718
5.417165419675211,0.0035591684619018025
5.4100331524207395,0.00361507469521991
5.402903893771639,0.003669259597252013
5.3957776421291275,0.003721931879420543
5.388650121138608,0.0037735148917034185
5.381529880515418,0.0038248402311072487
5.374412642101484,0.003876021282579763
5.367298404298013,0.0039264956518449854
5.360187165506215,0.003976194448350862
5.3530789241273,0.004025983537604677
5.34596941460852,0.004076296369401845
5.338867165055765,0.004126649395449669
5.3317679081185645,0.004177394143459263
5.324671642198125,0.004228887762269393
5.317578365695657,0.004280592443169448
5.310488077012368,0.004331708949374633
5.303396521362803,0.004381508030617379
5.296312205312517,0.004430205162629689
5.289230872284078,0.004478112353100486
5.282152520678701,0.00452493347232128
5.275077148897592,0.0045700882471336746
5.268004755341963,0.00461321549115609
5.260935338413022,0.004655410492518286
5.253864655843297,0.00469688479691477
5.246801189155652,0.004737855418744524
5.2397406942973666,0.0047781981639681
5.23268316966965,0.004817781637371666
5.225628613673708,0.004856842889304051
5.2185727929549985,0.00489515596132361
5.211524171205735,0.004932322270947653
5.2044785132909155,0.0049684462200494965
5.197435817611753,0.005004299935264325
5.190396082569458,0.005039941230801905
5.18335508369841,0.005074634821716688
5.176321266908167,0.0051076082904443106
5.16929040595746,0.0051390354887543245
5.162262499247496,0.005169599208409291
5.155237545179486,0.005199855126012895
5.148215542154641,0.005230018641726671
5.1411964885741686,0.005260471819217463
5.134176172376218,0.0052906705349240225
5.127163014656098,0.0053201270391940204
5.120152801583018,0.005348657677272888
5.113145531558193,0.005376670408446811
5.10614120298283,0.005404758071337443
5.099139814258139,0.005432932440712344
5.09213716391678,0.005460521978894865
5.085141651859276,0.005486981594626223
5.078149074855115,0.005511716720301172
5.071159431305503,0.00553452300784517
5.064172719611653,0.005554823522527564
5.057184747108765,0.005573282141752351
5.05020389608748,0.005590319067819046
5.043225972124627,0.005606021953790668
5.036250973621412,0.005620459573393013
5.029278898979041,0.00563364501020436
5.022309746598733,0.00564541506412916
5.015339334346854,0.005655334307218906
5.008376023445946,0.00566391219575354
5.001415630009772,0.005671636867119875
4.99445815243953,0.005678468978861178
4.987503589136439,0.005684701865413779
4.980551938501704,0.005690443765264945
4.973599028898304,0.005695135554550313
4.966653200549809,0.005698165667876549
4.959710280072342,0.005699191309846699
4.952770265867109,0.005698227665163287
4.945833156335324,0.005695257474319028
4.938898949878188,0.0056910047201739426
4.931963485320746,0.005685575596314272
4.9250350819566915,0.005678679038922391
4.918109576869964,0.005670412232623191
4.9111869684617675,0.005660007286203244
4.904267255133315,0.005646928821506164
4.897350435285817,0.005631733060155045
4.89043650732048,0.005615317779018696
4.883521322224226,0.005597842886256929
4.876613174960264,0.0055786905932819165
4.869707914781137,0.0055583258366595015
4.8628055400880505,0.005536497891410066
4.855906049282215,0.005512667707284076
4.849009440764841,0.005487260377058891
4.842111575910033,0.0054604446458663344
4.8352207289008735,0.005433256140258252
4.828332759382844,0.005405814724544416
4.8214476657571534,0.005378075486003276
4.814565446425012,0.005349526272743602
4.807681971390294,0.005320161481053867
4.800805497571748,0.005290340732683016
4.793931893249417,0.0052600618517604555
4.787061156824517,0.005229279577469782
4.780193286698251,0.005197707049378636
4.773328281271836,0.005164695982333073
4.766462020872978,0.005130314532772059
4.759602741766992,0.005093856808436194
4.752746322563523,0.005055449972812191
4.7458927616637805,0.005015701167107319
4.739042057468975,0.0049754128493976705
4.732194208380314,0.004934949214018039
4.725349212799006,0.004893780530323726
4.718502963053396,0.004850904517000462
4.71166367140082,0.004806032152085479
4.704827228458265,0.0047605491200925255
4.697993632626947,0.004715422636175287
4.691162882308069,0.004670476296461269
4.68433087837336,0.004626809246685319
4.677505815988589,0.004584390762883999
4.670683594318935,0.004542818381759343
4.663864211765599,0.00450118628858438
4.657047666729797,0.0044588668534414535
4.6502339576127385,0.004416309168462389
4.643418995506313,0.004374035438406581
4.636610955130198,0.004332043526432119
4.629805745875493,0.004289918451542686
4.623003366143408,0.004247828363699394
4.616203814335155,0.00420627720063678
4.609403010033211,0.004164345040626024
4.6026091109712794,0.0041220760444254005
4.5958180350358475,0.00407950254721933
4.589029780628125,0.0040365985569000415
4.582244346149323,0.003993840838573941
4.575461730000646,0.003950817777619545
4.568681930583311,0.003907758028617741
4.561900879325886,0.00386535695488764
4.555126710263168,0.003823206847738637
4.5483553531344585,0.0037808175913671737
4.541586806340964,0.0037379005841854675
4.5348210682838985,0.003694231821697292
4.528058137364467,0.003650040529973602
4.52129395512776,0.003605510272617126
4.5145366353697876,0.0035607900518528864
4.50778211795212,0.003515841777736866
4.501030401275969,0.003470842026816882
4.49428148374254,0.003426290825612632
4.487535363753048,0.003381780476572887
4.48078799293453,0.0033368387629633765
4.474047464913332,0.0032917919029451185
4.467309729638738,0.0032464437009976847
4.460574785511958,0.0032014326512955667
4.453842630934199,0.003156838598588677
4.447113264306674,0.0031128532030279842
4.440382647303822,0.0030696625193583453
4.433658853451431,0.0030264878349121555
4.426937842751941,0.0029835207252983786
4.42021961360656,0.002940424653593612
4.413504164416503,0.002897391606172568
4.4067914935829755,0.002855565406786083
4.400077572793265,0.0028147496116097833
4.393370455541708,0.0027747391987667665
4.386666111849351,0.002735290642039546
4.379964540117406,0.002696345385306474
4.3732657387470795,0.0026569166587695897
4.36656970613958,0.002616593160980868
4.359872423960485,0.002576275809415688
4.353181925741796,0.0025362360469317453
4.346494191488604,0.002496799490660408
4.33980921960212,0.0024582723340091884
4.333127008483552,0.0024208690302310876
4.326447556534113,0.0023843708686798588
4.319770862155008,0.002348739431270847
4.313092918609321,0.0023131387239019793
4.306421736227324,0.002277241014728622
4.299753306618332,0.0022423916359953795
4.293087628183556,0.0022092042059974797
4.286424699324205,0.0021766548752079513
4.279760521558773,0.002144545141166706
4.273103088701905,0.002113021510525491
4.266448400623134,0.0020827185914560203
4.259796455723667,0.0020521164888142804
4.2531472524047125,0.0020205074158904436
4.246496800416185,0.0019883448088203414
4.239853077105094,0.0019570562870632356
4.233212090577186,0.0019270184385975792
4.22657383923367,0.0018972962509789335
4.219938321475755,0.0018675491121725183
4.213301555260779,0.0018384867616631447
4.206671501516106,0.001810115890162625
4.200044176559706,0.0017818150262322197
4.193419578792784,0.001753121883998945
4.186797706616552,0.0017252023538279209
4.180178558432223,0.001698774899291634
4.173562132641001,0.0016728015858577647
4.166948427644101,0.0016467930860780617
4.160333474480232,0.0016215151217924887
4.153725207906329,0.001596645463278067
4.147119657329414,0.0015722857769163293
4.140516821150698,0.0015479258585386299
4.13391669777139,0.001523733828714928
4.127315326375234,0.0015000870625637554
4.120720625424303,0.001476642198641474
4.114128632475448,0.001452632321849795
4.10753934592988,0.001428245367926309
4.1009527641888095,0.0014037908686667967
4.094368885653446,0.0013791069249267517
4.087783759249696,0.0013537957288930719
4.0812052839495445,0.0013289016531084718
4.074629507057771,0.001304256822267389
4.068056426975577,0.0012801721456454729
4.061486042104182,0.0012568510458253867
4.05491835084479,0.0012338078445777402
4.048349411830928,0.0012104481978282475
4.041787104613586,0.0011871162152558463
4.03522748621092,0.0011631154575684475
4.028670555024137,0.0011395953845431477
4.022116309454447,0.001117714839395141
4.015564747903059,0.0010970223102799498
4.009011938676555,0.0010767193473929652
4.002465741974055,0.0010567990026883187
3.9959222244925283,0.0010372488992292151
3.9893813846331843,0.0010169837253288451
3.982843220797227,0.000997122669820129
3.9763077313858752,0.000978195791499466
3.9697749148003303,0.0009601769795426513
3.9632408505885794,0.0009438020536347987
3.9567133764602223,0.0009281614892692856
3.950188570360346,0.0009120176623780398
3.9436664306901554,0.0008952142316264867
3.937146955850866,0.0008782335036996102
3.9306301442436857,0.0008612452773874709
3.9241120850147833,0.0008446452510020558
3.917600596671629,0.0008285970075275857
3.9110917667632505,0.0008120446331089332
3.904585593690857,0.0007957920324853017
3.898082075855663,0.0007800379607567947
3.891577310376093,0.0007646603860974531
3.885079099810301,0.0007507245482768702
3.8785835396843757,0.0007383008403580933
3.872090628399526,0.0007270839269373469
3.8656003643569616,0.0007163293922854914
3.859108852623368,0.0007059357238722804
3.852623879855582,0.0006952521697345114
3.8461415495327542,0.0006845600481574914
3.839661860056088,0.0006746744237822551
3.833184809826798,0.0006649377107543372
3.826710397246091,0.0006556044016081113
3.8202347368866976,0.0006470659538643669
3.8137655963876074,0.0006377997375501423
3.8072990887397746,0.0006274345227370926
3.8008352123443983,0.0006163947711327471
3.794373965602698,0.0006054694864264707
3.7879153469158786,0.0005951534472426073
3.781459354685148,0.0005858946571009613
3.7750021145297965,0.0005777907180228972
3.768551371988985,0.0005702027408927508
3.762103251106933,0.0005629527153252825
3.7556577502848527,0.0005554761596590686
3.7492148679239508,0.0005467191459026985
3.74277073750538,0.0005378996948204302
3.7363330888397748,0.000529900184513817
3.7298980538380175,0.0005231081014316661
3.7234656309013148,0.0005171521203222664
3.717035818430885,0.0005112946831098133
3.7106086148279323,0.0005053909418432322
3.704180162975991,0.0004991439039456761
3.697758173875171,0.0004924215073745814
3.6913387888444964,0.0004855416849367881
3.6849220062851793,0.00047886328038810455
3.6785078245984297,0.00047260173008289465
3.6720962421854555,0.0004665218310946142
3.6656834112976155,0.00046005613551008224
3.6592770241936097,0.00045273946789676746
3.6528732315660517,0.0004447794252902964
3.6464720318161485,0.00043657704444527093
3.640073423345109,0.0004280693082456141
3.6336774045541445,0.00041937431631666305
3.62728013702788,0.00041117228501750776
3.620889294352724,0.00040353985506588687
3.6145010365603114,0.00039652624377497765
3.6081153620518527,0.0003904035136966774
3.6017322692285525,0.0003843244970288383
3.5953517564916275,0.00037828219045594726
3.588973822242284,0.0003722837068568106
3.5825946389101384,0.00036602983648725823
3.5762218583849,0.0003602996433409082
3.569851651549914,0.00035526199943271465
3.563484016806388,0.0003511679537689371
3.557118952555534,0.0003476769750926769
3.5507564571985575,0.0003441135675385341
3.544392712423481,0.0003397236391946204
3.53803535159745,0.0003344921492662659
3.531680554867968,0.0003293894420912402
3.5253283206362465,0.0003246593971732924
3.5189786473034874,0.0003202821510413363
3.512627724246814,0.0003166915298573708
3.506283169450381,0.0003128183233517976
3.4999411707555854,0.00030849372886976046
3.493601726563637,0.0003037734111236283
3.4872648352757456,0.00029862199378184056
3.480930495293122,0.0002937747702821296
3.4745949051879284,0.00028944241872378546
3.468265664548464,0.0002858567372027736
3.4619389704169334,0.00028266072241543206
3.4556148211945517,0.0002792658332978297
3.4492932152825233,0.0002759313100770854
3.442974151082059,0.0002728396810413229
3.436653836325823,0.00027005518783520844
3.4303398522753583,0.0002675981549289538
3.424028405139126,0.00026554044016479083
3.417719493318339,0.00026383221469667323
3.411413115214203,0.00026127826583812564
3.4051092692279314,0.00025808158473573754
3.3988041722181284,0.00025387488982914566
3.392505387188688,0.00024919976094806625
3.386209129479785,0.0002450636509720972
3.379915397492624,0.00024135398118698385
3.373624189628412,0.00023779002958718097
3.367335504288363,0.00023422283215201827
3.361045567422465,0.0002308361897213164
3.3547619238460893,0.00022685356639583714
3.348480797996545,0.0002221540126338508
3.3422021882750377,0.00021797347007679373
3.3359260930827794,0.00021476578441515922
3.329648745919678,0.0002126944235757755
3.32337767649647,0.00021132925041753882
3.3171091168051814,0.00021028863323059677
3.3108430652470227,0.00020924680233435643
3.3045795202232053,0.00020805565106775845
3.2983184801349337,0.0002064592279063895
3.292059943383416,0.00020481206646512276
3.285800153997766,0.00020375214938686206
3.2795466206235955,0.00020247121163745555
3.2732955857888584,0.00020017429604274637
3.267047047894756,0.00019744878875207727
3.2608010053424987,0.0001947213806146134
3.2545574565332958,0.00019180675607817084
3.248312654483978,0.00018933770027312555
3.242074089858962,0.00018686689329052886
3.2358380141796728,0.0001843937373072956
3.229604425847318,0.00018240312076847875
3.2233733232631034,0.00018046049456086867
3.217144704828246,0.00017853040961086748
3.2109148325127403,0.0001776184128617092
3.204691179068905,0.0001780678136175497
3.1984700049770916,0.00017890989904639085
3.1922513086385136,0.00017958104307443584
3.1860350884543784,0.00018016735239826588
3.179821342825895,0.00017976802466875978
3.173606342641676,0.00017864701373255284
3.1673975428110515,0.000176831051482099
3.16119121273875,0.00017477107859590715
3.154987350825979,0.0001721436474294667
3.1487859554739503,0.0001695860695554553
3.1425870250838686,0.00016702608316685946
3.1363868394284125,0.00016475093016136993
3.13019283564303,0.00016250957910004689
3.12400129202227,0.00016045261475374807
3.117812206967334,0.0001586163242499792
3.111625578879442,0.00015699402087058866
3.1054376949083977,0.00015595159046076086
3.0992559774305786,0.00015560490642767475
3.0930767121224694,0.00015459675693262843
3.0868998973852775,0.00015328607049984127
3.080725531620213,0.00015174445958647846
3.0745536132284865,0.00015020125471560205
3.0683841406113066,0.0001483693362020958
3.0622134112058035,0.000147082879565461
3.0560488268069985,0.00014578070003945252
3.049886683385406,0.00014434086557554732
3.0437269793422406,0.00014197728817002728
3.0375697130787134,0.00013872545651920257
3.0314148829960255,0.00013475666630094365
3.0252587953117143,0.00013136956257304012
3.01910883425424,0.00012857840125646844
3.0129613045802794,0.0001253736023073185
3.006816204691043,0.00012171102211450032
3.000673532987739,0.00011799517403731788
2.9945296029786492,0.00011327853825709731
2.988391784305934,0.00010790750382006517
2.9822563890218254,0.00010253219746275863
2.976123415527525,9.807152382173716e-05
2.96999286222425,9.587373903118081e-05
2.9638647275132066,9.545564490356761e-05
2.957735333619716,9.528394523685419e-05
2.951612032746096,9.538728673744577e-05
2.9454911456673805,9.543983113113515e-05
2.9393726707847736,9.553590246653042e-05
2.933256606499488,9.56758869905497e-05
2.9271429512127325,9.623666603052959e-05
2.921028035832318,9.743021586382613e-05
2.914919195189828,9.862430907433317e-05
2.908812758748534,9.955773963068551e-05
2.9027087249096515,9.894293344240012e-05
2.8966070920743836,9.705461275857711e-05
2.890507858643945,9.462657101219571e-05
2.8844073641740886,9.199241221050828e-05
2.878312926194755,9.005537019992127e-05
2.8722208828229148,8.853225999743096e-05
2.8661312324597845,8.760549839494145e-05
2.8600439735065675,8.726872468243799e-05
2.85395910436448,8.695320226144311e-05
2.8478729732026493,8.66377797126158e-05
2.841792880318501,8.60883077724831e-05
2.83571517244815,8.499051667869759e-05
2.8296398479927984,8.313949561824616e-05
2.8235669053536667,8.082637868282258e-05
2.8174963429319555,7.775140594392292e-05
2.8114245174756287,7.359851802734072e-05
2.8053587121187027,6.937649117031691e-05
2.7992952821818653,6.433888763754117e-05
2.7932342260663288,5.8652672047921463e-05
2.787175542173305,5.2961649336313366e-05
2.7811192289040054,4.673157207630901e-05
2.775061651550663,4.0855310985625754e-05
